Neighborhood_Review,Furnishing,Crime_Rate,Power_Backup,Frequency_of_Powercuts,Property_Area,Habitability_score
2.29,0,2,1,1.0,639,72.35
4.18,2,0,1,0.0,667,93.41
2.58,1,2,0,0.0,819,73.33
3.87,1,1,1,0.0,1125,77.8
4.11,1,0,0,0.0,1009,77.18
2.9,2,2,1,0.0,1186,82.13
2.92,1,0,0,3.0,502,78.52
2.52,1,0,1,2.0,865,92.75
3.52,2,0,0,1.0,1098,77.07
4.35,1,0,0,0.0,1059,85.8
3.51,2,0,0,2.0,425,76.4
3.56,1,1,0,0.0,1056,65.87
2.92,0,2,0,1.0,1090,43.62
4.8,0,0,0,0.0,1049,80.83
2.91,0,1,0,2.0,961,38.9
2.55,2,3,0,0.0,406,80.85
4.4,1,0,0,0.0,503,85.59
4.14,2,1,0,0.0,774,80.34
2.88,1,2,0,1.0,686,70.74
4.15,1,1,0,0.0,427,74.2
4.16,1,0,1,1.0,1232,82.74
4.17,1,1,0,0.0,1083,75.46
3.52,1,0,0,1.0,538,75.61
4.16,1,0,0,1.0,649,77.42
4.39,1,0,0,0.0,563,81.48
4.19,1,1,1,0.0,982,84.37
4.73,1,0,0,0.0,420,74.83
4.78,0,0,1,0.0,541,74.42
4.14,0,0,0,1.0,630,73.83
4.61,1,0,1,0.0,926,81.33
4.46,1,0,0,0.0,656,90.61
4.17,1,0,0,0.0,1039,81.2
4.85,1,0,1,0.0,1141,93.4
3.86,2,0,1,0.0,706,86.11
4.73,2,0,1,0.0,477,89.47
4.48,2,0,0,0.0,470,78.96
2.59,1,2,1,1.0,1091,75.14
2.95,1,2,0,1.0,946,67.27
4.39,0,0,0,0.0,1030,64.17
2.89,1,1,0,2.0,1110,78.68
4.8,1,0,1,0.0,1145,93.28
4.74,0,0,0,0.0,1230,77.16
3.54,1,0,0,2.0,484,69.08
4.78,0,0,0,0.0,1242,88.33
4.15,1,1,0,0.0,1021,79.59
2.92,1,1,1,1.0,429,87.1
3.69,2,0,0,1.0,890,68.14
4.14,0,0,0,1.0,525,64.77
4.44,2,0,0,0.0,1251,82.75
4.81,1,0,0,0.0,415,73.33
3.48,2,0,0,1.0,856,74.54
2.27,1,2,1,1.0,647,79.57
3.22,0,1,0,1.0,822,64.9
4.16,1,1,1,0.0,878,83.78
4.33,0,0,0,0.0,740,70.43
4.1,1,0,0,1.0,734,79.06
4.14,1,0,0,1.0,412,86.02
4.43,2,0,0,0.0,514,80.43
4.07,1,0,0,1.0,636,87.9
2.6,1,3,0,0.0,752,70.65
3.45,1,1,1,0.0,844,72.95
3.22,1,1,0,0.0,541,61.52
4.11,1,0,0,0.0,487,88.38
3.15,1,1,0,1.0,523,74.17
4.11,0,0,0,0.0,1227,74.49
3.46,1,0,0,1.0,935,81.34
4.18,1,0,0,0.0,1224,87.85
3.11,0,2,0,0.0,889,29.03
2.88,2,2,1,1.0,480,77.59
3.08,0,2,0,0.0,527,36.73
4.12,1,0,1,0.0,778,76.6
4.79,1,0,0,0.0,796,76.83
4.26,2,0,1,0.0,1251,89.06
3.87,0,1,0,0.0,1150,61.61
2.92,0,2,0,0.0,1158,29.21
1.6,1,2,0,2.0,767,44.8
4.76,1,0,0,0.0,899,75.03
4.81,1,0,1,0.0,967,90.92
4.16,1,0,0,0.0,547,76.96
0.65,1,2,0,3.0,530,35.81
2.92,1,2,0,0.0,559,59.46
4.12,1,1,0,0.0,954,87.49
2.68,0,1,1,2.0,1000,69.0
3.83,1,0,0,1.0,1153,73.07
3.85,1,0,0,1.0,1017,72.42
3.86,1,1,0,0.0,445,80.98
4.39,0,0,0,0.0,1248,83.22
3.82,0,1,1,0.0,759,88.93
4.5,0,0,0,0.0,1283,69.84
2.85,2,2,0,1.0,988,80.34
3.67,0,0,0,1.0,764,61.98
3.56,1,2,0,0.0,1082,69.95
2.28,0,0,0,3.0,788,37.44
4.18,1,1,0,0.0,1026,84.16
4.16,1,1,0,0.0,1002,90.89
4.47,1,0,0,0.0,1051,69.82
4.41,0,0,0,0.0,415,81.68
3.48,0,2,1,0.0,648,75.45
3.24,0,0,0,2.0,449,54.82
2.88,1,3,1,0.0,458,76.7
3.18,2,0,1,1.0,915,88.12
4.15,1,1,0,0.0,1199,76.0
2.92,1,2,0,0.0,1244,67.45
1.82,0,3,0,0.0,598,10.85
4.8,1,0,0,0.0,486,76.19
3.53,0,0,0,1.0,1109,58.29
4.39,1,0,0,0.0,650,91.9
2.92,1,1,0,1.0,818,70.47
3.52,1,0,0,1.0,1014,84.45
4.81,0,0,0,0.0,1095,86.54
3.98,1,0,0,0.0,1113,78.55
3.51,2,1,0,0.0,1162,70.41
4.73,1,0,0,0.0,839,71.51
3.47,0,2,0,0.0,677,62.61
2.52,1,0,0,3.0,460,70.3
3.84,0,1,0,0.0,400,72.69
4.25,1,0,0,0.0,585,73.48
4.17,1,0,0,1.0,814,93.52
3.56,1,1,0,0.0,1087,66.45
4.15,1,0,0,1.0,805,85.83
4.14,1,0,0,0.0,1231,86.73
4.25,0,0,0,1.0,1109,83.12
4.1,1,0,0,0.0,912,72.83
4.15,1,1,1,0.0,1100,82.48
2.3,0,1,1,3.0,530,60.23
3.65,0,0,0,1.0,1182,72.63
4.46,0,0,0,0.0,1254,66.57
4.77,2,0,0,0.0,799,83.59
3.52,1,0,0,1.0,694,75.73
2.28,0,0,0,3.0,1095,43.59
4.8,1,0,1,0.0,589,87.46
2.87,0,0,0,3.0,469,35.26
3.48,0,1,0,0.0,1068,67.89
2.85,1,3,0,0.0,1284,78.16
2.85,0,3,0,0.0,1223,36.64
2.6,1,2,0,0.0,552,63.3
4.13,1,1,0,0.0,1197,82.67
3.74,1,0,0,1.0,1226,76.98
3.8,1,1,1,0.0,1294,78.28
4.79,2,0,0,0.0,1127,87.25
4.08,2,0,0,0.0,742,77.37
4.48,0,0,0,0.0,729,82.74
3.86,0,1,0,0.0,801,66.58
1.68,1,2,0,2.0,811,39.66
4.81,0,0,0,0.0,413,77.31
4.81,1,0,0,0.0,903,73.49
2.61,1,1,0,1.0,820,55.96
2.93,1,1,1,1.0,899,87.86
4.17,1,1,1,0.0,1099,80.52
4.16,2,0,1,1.0,464,91.0
4.39,1,0,0,0.0,1178,85.89
4.39,2,0,1,0.0,1030,85.71
4.12,1,0,0,0.0,610,84.53
4.16,0,1,0,0.0,706,76.18
4.89,1,0,0,0.0,1043,76.45
2.26,1,3,0,1.0,729,37.38
3.85,0,1,0,0.0,605,68.6
3.47,1,2,0,0.0,760,83.73
2.13,2,3,0,0.0,1276,67.97
2.26,1,3,0,0.0,1094,57.37
4.06,0,1,0,0.0,644,72.89
3.79,2,1,0,0.0,699,83.51
4.43,1,0,0,0.0,708,76.97
3.21,0,0,1,2.0,1221,88.59
3.27,1,2,0,0.0,569,68.38
3.22,1,1,1,1.0,1263,76.48
3.47,0,0,0,1.0,798,66.78
4.79,0,0,0,0.0,539,67.57
3.54,1,1,0,1.0,616,83.13
3.78,1,0,0,1.0,1043,76.55
3.81,1,0,0,0.0,467,72.32
2.55,1,1,0,2.0,1293,69.99
3.57,1,1,1,1.0,639,72.91
3.84,1,0,0,1.0,886,82.83
2.75,1,2,0,0.0,644,48.81
4.15,2,0,1,1.0,412,91.17
4.18,1,0,0,0.0,1051,78.22
4.8,1,0,0,0.0,1008,77.47
3.86,1,1,0,0.0,952,73.31
4.11,0,0,0,1.0,1120,81.18
2.4,1,1,1,2.0,598,84.19
2.86,2,3,0,0.0,647,83.85
2.24,2,3,1,1.0,955,77.22
3.15,2,1,0,0.0,1102,78.5
4.78,1,0,0,0.0,1277,73.42
3.15,1,2,0,0.0,731,68.68
2.76,0,1,1,1.0,625,68.88
3.83,0,0,1,0.0,468,70.48
2.57,1,1,0,1.0,666,64.26
4.39,0,0,0,0.0,982,66.06
2.53,1,3,0,0.0,1193,56.03
2.94,2,1,0,2.0,497,92.18
4.45,1,0,1,0.0,1215,85.3
3.84,0,1,0,0.0,973,74.9
4.79,1,0,0,0.0,881,70.33
4.79,0,0,1,0.0,1213,74.54
2.9,1,0,0,3.0,888,78.29
2.93,1,2,1,1.0,507,85.37
4.71,1,0,0,0.0,572,73.97
1.04,2,3,0,3.0,581,73.18
4.79,1,0,0,0.0,1099,71.69
3.51,1,1,0,1.0,679,80.59
4.18,0,1,0,0.0,819,64.56
2.84,2,2,0,0.0,636,68.31
4.18,1,1,0,0.0,844,74.43
4.74,1,0,0,0.0,1090,77.02
3.53,1,0,0,1.0,708,77.24
2.19,0,2,1,2.0,872,64.44
4.17,1,0,0,1.0,614,84.82
3.56,0,1,0,0.0,771,59.5
4.73,1,0,0,0.0,1284,74.1
2.49,1,2,0,1.0,1113,47.14
3.51,0,2,0,0.0,1212,61.24
3.49,1,1,0,0.0,1043,72.98
2.83,2,0,0,3.0,1299,72.53
4.78,1,0,0,0.0,1196,76.26
3.86,1,0,0,0.0,635,80.6
4.14,1,0,1,1.0,1189,82.14
4.17,1,1,0,0.0,1036,81.4
4.75,2,0,0,0.0,982,85.91
3.86,0,0,0,1.0,558,60.24
3.8,1,1,0,0.0,622,79.41
2.27,1,1,0,3.0,1000,72.56
4.43,1,0,0,0.0,913,69.57
4.07,1,0,0,0.0,1205,86.51
3.47,0,0,0,1.0,868,65.73
2.89,0,1,0,1.0,627,33.9
4.47,2,0,0,0.0,1079,85.12
4.16,2,0,0,1.0,1222,80.4
3.83,0,1,0,0.0,1254,70.15
2.23,2,0,0,3.0,1212,88.24
3.16,1,1,0,0.0,915,58.38
2.26,0,1,0,3.0,1197,37.81
3.22,1,0,1,2.0,1283,78.34
4.18,0,0,0,0.0,1064,76.25
3.16,0,1,0,1.0,647,40.46
4.68,2,0,0,0.0,614,81.72
2.92,1,3,0,0.0,977,74.58
3.55,1,1,0,1.0,594,84.21
1.55,0,2,0,2.0,1226,20.27
1.95,1,2,1,2.0,1104,67.92
4.71,2,0,0,0.0,453,81.07
4.79,2,0,0,0.0,511,84.95
3.46,0,0,0,1.0,833,72.55
1.88,0,3,1,1.0,1213,37.43
3.46,2,1,0,0.0,666,90.76
4.1,2,0,0,1.0,666,83.05
4.15,1,1,0,0.0,730,76.78
4.2,1,0,0,0.0,875,77.39
4.19,1,1,0,0.0,432,84.58
3.19,1,2,1,0.0,1271,69.75
3.84,0,1,0,0.0,676,63.46
4.72,1,0,0,0.0,973,73.29
4.79,1,0,0,0.0,640,74.22
4.16,1,0,0,0.0,442,90.62
4.48,2,0,0,0.0,474,80.22
4.78,0,0,0,0.0,660,73.87
4.09,1,0,0,1.0,733,76.97
2.89,1,0,0,3.0,1054,77.11
1.84,0,2,1,2.0,941,41.85
3.45,0,2,1,0.0,421,80.99
2.9,1,2,0,1.0,465,58.49
3.45,2,0,0,2.0,424,73.87
2.27,1,2,0,1.0,675,56.17
2.53,2,0,0,2.0,407,81.93
3.8,1,1,0,0.0,1085,85.58
3.56,2,1,0,0.0,1236,69.29
3.85,1,0,0,0.0,576,86.24
4.18,1,0,0,0.0,812,75.48
4.15,1,1,0,0.0,889,86.83
4.1,2,0,0,1.0,434,79.01
4.49,1,0,0,0.0,1049,74.26
3.21,2,1,1,1.0,1070,84.78
3.55,0,2,0,0.0,984,72.63
2.44,0,2,0,1.0,1263,23.87
2.91,0,2,1,0.0,546,63.86
3.74,2,1,0,0.0,1052,81.11
3.56,0,1,0,1.0,460,73.04
2.9,2,0,0,3.0,1082,75.19
2.86,0,3,0,0.0,1076,41.98
3.79,1,0,1,1.0,556,79.14
4.16,0,1,0,0.0,753,62.1
4.69,0,0,0,0.0,1137,78.96
3.54,1,1,0,0.0,824,83.4
4.8,1,0,0,0.0,1032,70.76
3.85,1,1,1,0.0,1011,79.07
4.73,0,0,0,0.0,695,68.62
4.83,0,0,0,0.0,926,73.67
3.52,0,1,0,0.0,468,48.88
4.09,1,1,0,0.0,786,76.55
4.16,1,1,0,0.0,969,81.34
4.72,1,0,0,0.0,1206,70.08
4.8,1,0,1,0.0,478,91.13
4.19,0,0,0,1.0,493,62.06
2.82,1,2,1,0.0,1196,80.74
2.85,2,3,0,0.0,693,81.4
4.15,1,1,0,0.0,1185,82.53
4.73,1,0,0,0.0,652,72.1
4.74,1,0,0,0.0,426,74.69
1.77,1,3,0,1.0,1012,43.2
2.55,1,3,0,0.0,805,53.28
2.91,1,2,0,1.0,1167,64.06
4.18,2,0,0,0.0,568,79.58
3.86,1,1,1,0.0,1085,75.68
4.1,0,0,1,1.0,1086,70.98
4.13,1,0,0,0.0,1181,84.34
4.43,0,0,0,0.0,831,82.05
4.16,1,0,0,1.0,833,85.25
4.8,1,0,0,0.0,997,73.42
4.46,1,0,0,0.0,1246,70.16
4.18,0,1,0,0.0,918,76.16
4.48,1,0,0,0.0,959,68.7
2.27,1,2,1,1.0,978,72.23
3.57,1,1,0,0.0,857,70.66
4.18,2,1,0,0.0,1160,78.15
2.59,1,2,0,1.0,864,71.39
4.13,1,1,0,0.0,824,72.39
4.17,2,0,0,1.0,1020,82.06
4.15,2,0,1,1.0,724,86.57
4.14,1,0,0,0.0,1066,79.36
3.54,1,1,0,0.0,1007,81.82
3.55,1,2,0,0.0,1124,80.42
3.77,2,1,1,0.0,612,85.89
4.44,0,0,0,0.0,1250,79.2
4.79,0,0,0,0.0,547,74.35
4.18,2,1,0,0.0,913,81.11
2.51,2,2,1,1.0,465,77.84
3.14,2,2,1,0.0,986,78.34
2.6,0,2,0,1.0,578,35.86
4.07,0,0,1,1.0,667,77.02
4.8,1,0,0,0.0,977,72.63
4.78,1,0,1,0.0,790,89.65
4.71,1,0,1,0.0,838,85.92
3.4,1,2,0,0.0,1130,72.6
3.84,2,0,0,1.0,1179,78.19
3.64,0,1,0,0.0,1132,71.72
4.1,0,1,0,0.0,1086,76.84
2.3,2,2,0,1.0,823,83.65
4.75,2,0,0,0.0,804,82.19
2.92,0,1,0,1.0,787,44.06
4.42,2,0,1,0.0,623,86.29
3.51,1,0,0,2.0,640,74.92
2.87,1,3,0,0.0,622,75.0
4.1,1,1,0,0.0,619,79.65
4.76,0,0,0,0.0,406,86.06
4.08,0,0,0,0.0,1136,73.39
3.22,2,2,0,0.0,402,86.94
4.82,0,0,0,0.0,681,80.63
4.09,2,0,0,1.0,906,83.54
4.15,0,1,0,0.0,522,72.11
4.74,1,0,0,0.0,998,72.35
4.19,1,0,0,1.0,676,71.16
3.52,2,0,0,2.0,1148,76.01
2.82,2,2,0,1.0,1043,74.59
4.5,1,0,0,0.0,1052,67.04
4.18,0,1,0,0.0,640,76.18
4.15,0,0,0,0.0,1298,68.93
3.47,1,1,0,1.0,1239,78.7
2.12,1,3,0,1.0,1075,41.87
4.79,1,0,1,0.0,765,88.41
2.9,1,2,0,0.0,1013,63.53
3.18,0,0,0,2.0,1020,72.06
4.79,1,0,0,0.0,706,71.99
2.91,1,1,1,1.0,621,77.19
1.91,1,3,1,0.0,464,60.4
4.76,1,0,0,0.0,630,70.63
3.54,1,1,1,0.0,412,71.83
4.18,2,0,0,1.0,403,78.09
2.5,1,2,1,1.0,1272,74.47
4.16,2,1,0,0.0,930,78.42
4.65,2,0,0,0.0,1220,80.84
3.13,0,2,0,0.0,473,29.81
2.56,1,3,0,0.0,929,58.47
3.05,0,2,0,0.0,720,28.73
3.98,0,0,0,1.0,1199,74.02
3.84,1,1,0,0.0,490,84.45
2.19,1,1,1,3.0,1035,74.16
4.25,1,1,1,0.0,1298,88.03
4.81,2,0,1,0.0,1007,93.61
4.77,1,0,0,0.0,1160,71.01
3.48,1,1,0,1.0,1026,77.56
4.75,2,0,0,0.0,1087,87.2
2.91,0,2,1,0.0,1173,67.21
3.42,1,2,1,0.0,503,81.06
4.49,0,0,1,0.0,996,70.93
4.19,0,1,1,0.0,622,80.22
4.39,0,0,0,0.0,938,73.54
4.5,1,0,0,0.0,1077,67.13
3.22,1,2,0,0.0,1148,66.26
3.86,1,0,0,1.0,672,73.69
4.14,2,0,0,1.0,768,81.33
4.08,0,0,1,0.0,1012,87.45
2.81,0,1,1,2.0,569,63.74
3.52,1,1,1,1.0,1100,78.1
1.68,1,2,0,3.0,422,43.78
3.13,0,2,0,0.0,500,33.94
3.79,1,0,0,0.0,659,81.8
4.8,1,0,0,0.0,746,71.37
4.17,0,1,0,0.0,1143,79.05
2.23,1,2,0,1.0,1094,58.11
3.21,0,0,0,2.0,417,54.53
4.67,0,0,0,0.0,1093,77.75
4.17,2,0,0,0.0,465,79.88
4.09,1,0,0,1.0,972,81.2
4.46,1,0,0,0.0,474,84.58
1.25,0,1,0,3.0,657,30.39
2.6,2,3,0,0.0,1055,79.22
3.46,1,1,0,0.0,422,66.81
4.7,2,0,0,0.0,639,83.38
0.35,0,3,0,3.0,830,17.14
4.68,0,0,0,0.0,664,74.6
4.16,1,1,0,0.0,716,79.02
4.79,2,0,1,0.0,926,92.24
4.12,1,0,0,0.0,517,89.94
4.75,0,0,0,0.0,978,70.68
3.33,1,0,1,2.0,555,80.67
4.09,2,0,0,1.0,1179,79.61
4.71,2,0,0,0.0,865,83.38
4.15,1,0,0,1.0,578,74.49
4.13,1,1,0,0.0,608,85.71
3.55,1,1,0,1.0,475,79.26
3.53,0,0,0,2.0,538,63.69
4.8,1,0,1,0.0,918,91.77
3.49,0,0,0,2.0,624,44.93
4.16,1,1,0,0.0,690,89.74
3.55,2,1,0,1.0,424,73.51
3.42,2,2,0,0.0,824,81.88
2.24,1,3,0,0.0,568,43.56
3.83,0,0,0,1.0,740,59.6
2.25,1,2,0,1.0,710,71.33
2.16,2,2,0,2.0,540,79.93
3.5,0,2,0,0.0,997,71.89
4.71,2,0,0,0.0,626,82.65
3.21,1,2,0,0.0,693,80.12
3.51,2,1,0,0.0,716,72.94
3.55,1,1,0,0.0,1191,73.06
2.88,0,2,0,0.0,982,35.7
2.6,0,2,1,0.0,617,68.04
2.19,1,2,1,2.0,786,79.25
4.84,1,0,0,0.0,936,78.3
2.28,1,3,0,0.0,1043,44.77
4.18,0,1,0,0.0,1235,73.64
4.48,0,0,0,0.0,1230,78.36
3.22,0,1,0,0.0,500,37.85
2.7,1,1,0,1.0,1236,72.2
3.52,2,1,0,1.0,1023,73.95
1.88,2,3,0,0.0,1121,64.29
2.26,1,0,0,3.0,967,76.64
2.59,0,2,1,1.0,645,77.94
3.24,1,1,0,1.0,872,78.77
2.76,0,2,0,1.0,1175,40.12
4.75,1,0,0,0.0,1061,76.64
4.11,1,0,1,0.0,1118,78.25
4.18,1,1,0,0.0,412,77.35
4.1,2,0,0,0.0,661,77.97
4.79,1,0,0,0.0,511,76.38
4.14,1,0,0,0.0,1118,82.84
4.8,1,0,1,0.0,685,91.03
4.16,2,1,0,0.0,882,75.52
4.19,0,1,0,0.0,1229,75.67
4.33,0,0,0,0.0,665,76.18
1.6,2,3,1,1.0,757,76.39
4.48,1,0,1,0.0,599,81.78
3.54,1,1,0,0.0,1242,67.98
2.89,1,2,0,1.0,1074,69.9
4.16,1,1,0,0.0,1254,76.24
4.18,0,0,0,0.0,446,75.09
1.66,2,3,1,2.0,702,86.49
4.74,1,0,0,0.0,838,75.37
3.22,1,2,0,0.0,827,65.08
4.18,2,1,1,0.0,1191,97.06
2.23,2,2,0,1.0,467,67.04
2.86,1,3,0,0.0,658,65.01
4.19,1,0,1,1.0,420,84.48
4.17,0,0,0,1.0,1057,70.18
3.74,2,1,0,0.0,1170,68.76
4.75,0,0,1,0.0,603,78.68
4.09,2,0,0,1.0,617,80.75
2.92,0,2,1,0.0,1068,69.2
3.47,1,0,0,1.0,1204,79.63
3.23,0,0,0,2.0,911,68.09
4.74,1,0,0,0.0,855,73.48
1.52,0,3,1,2.0,920,43.79
2.87,1,3,1,0.0,1055,81.86
4.7,1,0,1,0.0,859,87.6
4.18,1,1,1,0.0,738,82.39
3.21,1,0,0,1.0,572,64.94
3.85,1,1,0,0.0,926,85.39
4.38,1,0,0,0.0,1238,84.13
3.44,0,1,1,0.0,1067,74.98
4.07,0,0,1,0.0,461,82.41
4.72,0,0,1,0.0,1172,75.02
2.23,2,3,0,1.0,605,68.68
2.92,2,2,1,1.0,760,77.28
4.72,1,0,1,0.0,690,88.7
2.53,2,1,0,2.0,779,89.32
3.09,1,2,0,0.0,788,67.66
2.91,1,0,1,2.0,811,67.61
3.86,1,1,0,0.0,747,86.15
4.1,1,0,0,0.0,1210,78.55
4.15,1,1,1,0.0,783,83.94
3.95,0,0,1,1.0,710,72.57
4.77,1,0,0,0.0,1152,73.0
4.17,0,1,0,0.0,973,74.67
2.74,1,2,0,0.0,1213,56.53
4.17,1,0,0,0.0,931,77.06
3.85,1,0,0,1.0,629,74.23
4.49,0,0,1,0.0,664,73.7
2.91,1,1,0,1.0,547,73.33
3.18,1,2,0,0.0,921,72.57
4.46,1,0,0,0.0,429,83.5
1.97,0,2,1,1.0,566,45.24
4.15,0,0,0,0.0,711,60.63
2.89,0,2,0,1.0,454,37.1
3.55,0,1,0,0.0,800,54.24
2.86,1,1,0,2.0,615,63.65
1.59,2,3,0,1.0,1050,60.01
1.64,1,1,0,3.0,1118,39.91
2.26,0,0,0,3.0,960,33.76
3.52,1,0,0,1.0,842,72.24
2.86,0,0,0,3.0,983,67.15
4.08,2,0,0,1.0,836,78.98
4.82,1,0,1,0.0,1273,91.73
2.29,0,1,0,2.0,693,27.35
4.73,1,0,0,0.0,951,72.59
4.08,1,0,1,0.0,1090,81.61
2.29,1,2,0,1.0,1182,60.92
3.47,1,1,0,0.0,451,64.06
4.16,1,0,0,1.0,903,90.72
4.19,1,0,0,1.0,1133,90.74
2.83,2,1,0,1.0,1123,77.63
4.13,1,0,0,0.0,1107,74.58
3.45,1,1,0,1.0,713,81.65
2.2,0,3,0,1.0,568,28.84
4.13,1,0,1,0.0,625,77.68
2.28,1,1,0,3.0,1279,60.79
3.53,1,0,0,1.0,607,66.39
4.12,2,0,0,1.0,1186,81.74
3.53,0,2,0,0.0,780,68.6
3.48,2,0,0,2.0,558,78.05
2.59,2,3,1,0.0,915,78.35
1.83,1,3,0,0.0,1298,32.24
4.14,1,1,1,0.0,577,80.15
2.55,0,0,0,3.0,1217,45.25
2.92,2,2,0,1.0,1286,88.87
4.1,2,1,0,0.0,1202,81.6
2.9,2,2,1,0.0,1091,77.99
2.54,0,1,0,1.0,499,34.91
4.16,1,0,1,1.0,413,79.89
4.15,1,1,0,0.0,759,82.94
2.55,1,2,0,1.0,1107,63.03
4.17,1,1,0,0.0,474,85.18
2.27,0,1,0,2.0,689,25.78
4.09,1,1,0,0.0,564,74.32
4.46,0,0,0,0.0,529,75.31
4.47,2,0,0,0.0,1044,85.77
2.59,1,2,0,1.0,419,59.81
4.78,1,0,0,0.0,1157,74.43
3.58,1,1,0,1.0,793,71.5
3.85,1,0,0,1.0,698,82.72
4.8,2,0,1,0.0,667,90.97
4.1,1,1,0,0.0,756,79.34
2.88,1,1,0,1.0,889,64.77
4.18,1,1,0,0.0,568,87.7
3.85,1,1,0,0.0,456,81.91
4.72,1,0,0,0.0,1243,71.73
4.44,2,0,1,0.0,831,87.49
2.89,1,1,0,1.0,687,69.79
3.87,0,0,0,1.0,756,62.09
4.82,2,0,0,0.0,1067,86.53
2.61,0,2,0,0.0,799,33.28
4.71,1,0,0,0.0,562,68.66
3.84,1,1,1,0.0,521,74.36
4.74,1,0,1,0.0,403,86.38
3.53,2,1,1,1.0,577,91.88
2.31,1,2,0,2.0,933,70.53
3.76,2,1,1,0.0,1190,90.68
3.2,1,0,0,1.0,755,63.81
3.52,2,2,0,0.0,1239,70.18
2.55,1,3,0,0.0,1118,62.44
4.13,1,0,0,1.0,820,92.73
2.92,1,1,0,2.0,1121,80.27
1.66,2,3,0,1.0,1043,76.5
4.07,2,0,0,1.0,520,78.91
4.73,0,0,0,0.0,1087,84.72
3.81,1,0,0,0.0,740,79.06
3.54,1,1,0,0.0,1157,79.99
4.8,1,0,0,0.0,869,78.96
4.48,2,0,0,0.0,1241,84.85
3.16,0,1,1,0.0,1220,81.92
3.55,1,1,0,1.0,1198,82.35
4.13,1,1,0,0.0,1283,80.53
3.52,1,2,0,0.0,543,66.55
4.41,0,0,1,0.0,983,72.56
3.45,2,0,1,1.0,1273,87.79
1.98,2,1,1,3.0,874,71.13
3.17,2,2,0,0.0,778,77.06
3.53,2,1,0,1.0,805,74.13
4.74,1,0,1,0.0,481,90.31
4.79,0,0,0,0.0,717,68.76
2.2,2,3,0,1.0,858,74.82
2.83,1,3,0,0.0,416,55.36
4.75,0,0,1,0.0,1061,76.13
3.53,1,1,0,1.0,1058,70.81
4.49,1,0,0,0.0,1236,71.18
4.17,2,0,0,0.0,912,81.51
4.16,1,1,1,0.0,433,77.96
4.79,0,0,0,0.0,965,70.44
3.49,1,1,0,1.0,403,84.88
4.81,0,0,0,0.0,890,78.99
2.92,0,1,1,2.0,789,73.61
4.13,0,0,0,0.0,994,70.37
3.56,1,1,0,0.0,1040,78.36
4.44,1,0,0,0.0,1188,70.37
4.13,1,1,0,0.0,564,74.98
3.36,2,2,0,0.0,907,76.47
3.43,1,2,0,0.0,1286,73.52
4.12,1,1,0,0.0,1197,75.17
4.16,1,0,0,0.0,992,90.2
4.5,1,0,0,0.0,1142,69.04
4.14,0,0,0,1.0,590,79.69
3.46,0,1,1,1.0,1075,80.24
3.04,1,1,0,1.0,624,69.77
3.51,1,1,0,0.0,571,78.42
4.15,2,0,0,1.0,1002,78.78
2.07,1,2,0,2.0,495,66.12
3.52,0,1,0,0.0,844,66.18
3.56,1,1,1,1.0,546,77.24
4.26,0,0,1,1.0,701,77.33
2.27,1,3,0,0.0,1074,35.97
3.52,1,1,0,1.0,1109,76.37
3.14,2,0,1,1.0,1050,86.05
3.55,2,2,0,0.0,703,72.03
3.88,1,0,0,1.0,455,85.88
2.87,1,3,0,0.0,962,75.7
4.78,2,0,1,0.0,1297,92.18
4.18,1,1,0,0.0,616,87.61
4.48,1,0,0,0.0,875,76.77
4.66,1,0,0,0.0,700,76.26
3.55,1,1,0,0.0,839,77.94
4.15,1,0,0,1.0,1000,75.37
4.15,2,1,0,0.0,1186,80.25
3.77,1,0,0,1.0,1155,73.19
2.58,1,2,0,1.0,754,62.58
4.49,2,0,0,0.0,867,83.6
3.18,1,1,0,0.0,1171,62.92
4.8,1,0,0,0.0,1101,78.96
4.72,2,0,0,0.0,549,85.65
4.79,1,0,0,0.0,1041,76.17
4.81,2,0,1,0.0,1126,93.28
3.86,0,1,0,0.0,1166,66.82
4.18,1,1,0,0.0,567,85.46
4.72,1,0,0,0.0,1117,73.2
4.78,1,0,0,0.0,736,70.23
4.08,1,0,1,1.0,788,79.55
3.21,1,0,0,2.0,629,84.69
4.15,1,0,0,0.0,736,82.77
3.55,2,1,1,1.0,814,87.85
3.87,2,1,1,0.0,880,87.52
2.82,1,3,1,0.0,508,75.75
4.08,2,1,0,0.0,1291,79.53
4.1,2,0,0,1.0,1150,85.5
3.53,1,1,1,1.0,1104,75.18
2.27,1,2,0,1.0,1258,69.65
3.8,1,0,1,1.0,1088,79.88
3.79,1,0,1,0.0,506,79.6
2.55,0,1,0,2.0,487,43.5
3.82,1,1,0,0.0,1085,88.77
4.47,1,0,0,0.0,895,73.51
2.53,1,3,0,0.0,563,57.45
4.46,0,0,1,0.0,647,75.26
4.43,1,0,0,0.0,693,94.24
4.79,1,0,0,0.0,950,74.48
4.63,1,0,0,0.0,856,75.27
4.2,0,0,0,1.0,990,72.19
4.1,2,1,0,0.0,1144,80.14
4.11,0,0,0,1.0,1012,63.43
4.88,1,0,0,0.0,740,82.31
4.48,1,0,0,0.0,667,86.54
4.71,1,0,0,0.0,1065,70.46
3.84,1,0,0,1.0,1013,78.64
4.17,1,0,0,0.0,475,88.27
4.14,0,0,0,0.0,1277,62.57
4.78,0,0,0,0.0,826,82.53
